10000435	1
10004135	1
10005025	1
10006010	1
10007656	1
10008070	1
10009442	1
10013854	1
10014261	1
10015684	1
10028340	1
10029225	1
10031104	1
10032443	1
10033055	1
10041921	1
10043062	1
10057000	1
10059401	1
10061997	1
10064056	1
10066801	1
10071155	1
10073459	1
10078413	1
10082415	1
10085244	1
10092441	1
10095344	1
10096966	1
10100656	1
10111950	1
10121081	1
10122304	1
10126848	1
10130524	1
10130914	1
10133555	1
10139216	1
10149467	1
10153345	1
10160052	1
10163836	1
10166025	1
10166791	1
10167824	1
10169707	1
10172088	1
10174013	1
10180665	1
10184400	1
10188502	1
10196956	1
10197286	1
10202547	1
10206721	1
10207288	1
10214516	1
10217342	1
10217932	1
10220256	1
10221646	1
10223065	1
10229401	1
10232464	1
10235188	1
10241944	1
10242217	1
10246510	1
10253343	1
10253695	1
10253702	1
10253882	1
10254543	1
10264578	1
10270534	1
10275760	1
10275936	1
10280921	1
10282102	1
10282710	1
10285262	1
10285712	1
10289158	1
10290370	1
10292736	1
10293731	1
10293837	1
10294111	1
10301467	1
10302408	1
10306023	1
10307041	1
10312184	1
10316144	1
10329995	1
10332417	1
10334864	1
10337730	1
10341788	1
10343996	1
10347232	1
10352656	1
10355289	1
10356406	1
10358286	1
10359298	1
10360731	1
10361449	1
10370028	1
10370064	1
10380475	1
10382121	1
10395141	1
10395388	1
10397287	1
10406766	1
10407728	1
10410185	1
10410957	1
10416350	1
10424516	1
10425816	1
10427843	1
10428044	1
10429155	1
10440987	1
10442256	1
10448139	1
10453438	1
10457644	1
10465952	1
10468208	1
10469846	1
10479466	1
10481255	1
10483700	1
10485131	1
10496359	1
10498080	1
10498227	1
10499158	1
10500334	1
10503524	1
10505049	1
10509622	1
10510529	1
10511236	1
10516347	1
10519506	1
10525543	1
10532496	1
10533143	1
10551245	1
10552011	1
10562121	1
10569268	1
10572844	1
10576761	1
10577750	1
10580225	1
10585515	1
10586242	1
10586439	1
10587569	1
10593772	1
10600910	1
10600950	1
10601241	1
10601377	1
10602481	1
10605680	1
10605872	1
10607348	1
10614132	1
10615462	1
10617940	1
10624569	1
10632663	1
10633512	1
10634632	1
10640964	1
10641840	1
10649656	1
10655756	1
10656080	1
10661321	1
10662230	1
10671975	1
10681964	1
10700148	1
10701561	1
10702225	1
10707434	1
10713312	1
10715961	1
10717254	1
10720331	1
10721455	1
10725009	1
10728001	1
10730040	1
10752008	1
10758841	1
10763049	1
10765307	1
10765387	1
10766368	1
10769500	1
10771061	1
10772170	1
10777036	1
10778812	1
10780225	1
10783681	1
10785234	1
10788025	1
10788721	1
10801544	1
10804135	1
10806378	1
10806815	1
10807849	1
10811634	1
10814062	1
10824050	1
10824356	1
10825624	1
10826678	1
10842148	1
10842543	1
10849574	1
10851354	1
10856789	1
10857242	1
10862841	1
10863129	1
10868544	1
10869520	1
10873171	1
10875606	1
10876638	1
10887641	1
10903722	1
10906025	1
10909785	1
10915111	1
10920568	1
10940841	1
10952674	1
10955636	1
10962448	1
10963976	1
10972170	1
10976676	1
10985023	1
10989522	1
10990400	1
10996080	1
10998209	1
11008762	1
11013653	1
11014176	1
11015362	1
11016584	1
11017177	1
11020329	1
11020883	1
11021300	1
11021992	1
11022656	1
11023575	1
11025954	1
11027280	1
11030591	1
11034306	1
11036225	1
11041415	1
11051314	1
11061179	1
11065098	1
11067396	1
11067881	1
11069639	1
11079392	1
11080590	1
11109876	1
11121359	1
11125537	1
11130749	1
11134185	1
11137500	1
11140236	1
11150392	1
11151259	1
11152573	1
11153681	1
11154217	1
11164678	1
11165440	1
11167206	1
11168977	1
11170215	1
11173889	1
11183249	1
11186307	1
11187477	1
11195302	1
11196060	1
11197450	1
11200025	1
11211856	1
11217114	1
11218083	1
11222348	1
11224750	1
11230806	1
11232121	1
11233036	1
11233636	1
11235627	1
11243442	1
11247795	1
11249753	1
11250043	1
11251028	1
11257129	1
11268240	1
11274026	1
11278318	1
11283282	1
11283329	1
11285722	1
11294683	1
11295048	1
11296266	1
11302005	1
11310066	1
11311428	1
11313029	1
11331835	1
11337882	1
11350446	1
11351691	1
11356198	1
11375955	1
11378048	1
11378496	1
11381249	1
11389299	1
11389863	1
11390717	1
11395507	1
11400037	1
11403264	1
11403399	1
11403620	1
11405749	1
11407849	1
11409721	1
11410250	1
11415310	1
11416298	1
11422503	1
11428570	1
11439693	1
11444364	1
11449623	1
11450084	1
11455152	1
11456313	1
